Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Realme Narzo 50i Prime,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",164.1 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme UI Go",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",5000 mAh,10W wired,"Dark Blue, Mint Green",About 90 EUR
Realme GT2 Explorer Master,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G",161.3 x 74.3 x 8.2 mm (6.35 x 2.93 x 0.32 in),195 g (6.88 oz),"Glass front, ceramic back or eco leather back, aluminum frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 12, Realme UI 3.0",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS,
50 MP, f/2.2, 150˚ (ultrawide),
3 MP, f/3.3, 20mm (microscope), AF, 40x magnification","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16MP, f/2.5, 25mm (wide),
,
,
",1080p@30fps,"Yes, with stereo speakers",No,WLANYes,Yes,Yes,No,"USB Type-C 2.0, OTG",5000 mAh,100W wired,"Gray, White, Gold",About 500 EUR
Realme Narzo N55,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, Realme UI 4.0",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, (wide), 1/2.0"", 0.7µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Prime Black, Prime Blue",About 120 EUR
Realme 11 (China),,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",159.8 x 72.9 x 7.9 mm (6.29 x 2.87 x 0.31 in),182 g (6.42 oz),,Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.1, 24mm (wide)",1080p@30fps,Yes,Yes,WLANYes,Yes,Yes,No,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Black, Orange",About 260 EUR
Realme 11 Pro,[{'128GB 8GB RAM': '£\u2009137.70'}],GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 28, 40, 41 - International","HSPA, LTE, 5G",161.7 x 73.9 x 8.2 mm or 8.8 mm,183 g or 189 g (6.46 oz),"Glass front, leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 13, up to 2 major Android upgrades, Realme UI 5.0",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","100 MP, f/1.8, 26mm (wide), PDAF, OIS,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS","16 MP, f/2.5, 25mm (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE, aptX HD",Yes (market/region dependent),No,USB Type-C 2.0,5000 mAh,67W wired,"Astral Black, Sunrise Beige, Oasis Green",
Realme 11 Pro+,"[{'256GB 8GB RAM': '$\u2009635.00'}, {'512GB 12GB RAM': '$\u2009635.00'}]",GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 38, 40, 41 - India","HSPA, LTE, 5G",161.6 x 73.9 x 8.2 mm or 8.7 mm,183 g or 189 g (6.46 oz),"Glass front, leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 13, up to 2 major Android upgrades, Realme UI 5.0",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM","200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS","32 MP, f/2.5, 22mm (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,5000 mAh,100W wired,"Astral Black, Sunrise Beige, Oasis Green",
Realme Narzo N53,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.74 inches, 109.7 cm","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)","Android 13, Realme UI T",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), PDAF,
0.3 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 31 min","Black, Gold",About 100 EUR
Realme C53,"[{'256GB 8GB RAM': '$\u2009445.00'}, {'128GB 6GB RAM': '$\u2009126.20'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.74 inches, 109.7 cm","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)","Android 13, Realme UI T",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF,
0.3 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 31 min","Champion Gold, Mighty Black",
Realme Narzo 60,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 40, 41","HSPA, LTE, 5G",159.8 x 72.9 x 7.9 mm (6.29 x 2.87 x 0.31 in),182 g (6.42 oz),"Glass front (Gorilla Glass 5), eco leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,Unspecified,No,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Mars Orange, Cosmic Black",About 200 EUR
Realme Narzo 60 Pro,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 40, 41","HSPA, LTE, 5G",161.6 x 73.9 x 8.2 mm or 8.7 mm,185 g or 191 g (6.53 oz),"Glass front, eco leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"128GB 8GB RAM, 256GB 12GB RAM, 1TB 12GB RAM","100 MP, f/1.8, 26mm (wide), PDAF, OIS,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.5, 25mm (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE",Unspecified,No,USB Type-C 2.0,5000 mAh,67W wired,"Mars Orange, Cosmic Black",About 270 EUR
Realme GT3,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, upgradable to Android 14, Realme UI 5.0",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/3.3, 20mm (microscope)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD",Yes (dual side),No,USB Type-C 2.0,4600 mAh,"240W wired, PD, 50% in 4 min, 100% in 10 min","Pulse White, Booster Black",About 600 EUR
Realme Pad 2,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE - cellular model only",268.2 x 168.5 x 7.2 mm (10.56 x 6.63 x 0.28 in),518 g (1.14 lb),,Nano-SIM (cellular model only),"11.5 inches, 376.4 cm","1200 x 2000 pixels, 5:3 ratio (~203 ppi density)","Android 13 or Android 14, Realme UI 4",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 256GB 8GB RAM","8 MP, f/2.0, (wide)","HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,USB Type-C,8360 mAh,33W wired,"Gray, Green",About 220 EUR
Realme C53 (India),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.74 inches, 109.7 cm","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)","Android 13, Realme UI",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","108 MP, (wide), PDAF,
0.3 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, (wide)",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,18W wired,"Gold, Black",About 110 EUR
Realme C51,[{'128GB 4GB RAM': '$\u2009369.00'}],GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41 - Africa, India","HSPA, LTE",167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.74 inches, 109.7 cm","720 x 1600 pixels, 20:9 ratio (~260 ppi density)","Android 13, Realme UI T",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM","50 MP, f/1.8, 27mm (wide), 1/2.76"", 0.64µm, PDAF,
0.08 MP, f/3.0 ,(auxiliary lens)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","Yes, 360˚ (market/region dependent)",Unspecified,"USB Type-C 2.0, OTG",5000 mAh,"33W wired, 0-50% in 28 min","Mint Green, Carbon Black",
Realme 11,"[{'256GB 8GB RAM': '$\u2009259.99'}, {'128GB 8GB RAM': '₹\u200916,999'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International","HSPA, LTE, 5G",165.7 x 76 x 8.1 mm (6.52 x 2.99 x 0.32 in),190 g (6.70 oz),"Glass front, aluminum frame, plastic back",Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, 23mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes (market/region dependent),No,USB Type-C 2.0,5000 mAh,"67W wired, 0-50% in 17 min","Midnight Black (Glory Black), Sunrise Gold (Glory Gold)",
Realme 11 4G,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE",159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 12, Realme UI 3.0",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","108 MP, f/1.8, 25mm (wide), 1/1.67"", 0.64µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE, aptX HD, aptX Adaptive",Unspecified,No,"USB Type-C 2.0, OTG",5000 mAh,"67W wired, 50% in 17 min","Black, Gold",About 280 EUR
Realme 11x,"[{'128GB 6GB RAM': '₹\u200914,990'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 40, 41","HSPA, LTE, 5G",165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),"Glass front, aluminum frame, plastic back",Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.1, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Midnight Black, Purple Dawn",
Realme GT5,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.1 x 75.4 x 8.9 mm (6.42 x 2.97 x 0.35 in),205 g (7.23 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, Realme UI 4.0",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4 (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,5240 mAh,"150W wired, PD, 50% in 7 min","Flowing Silver, Starry Oasis",About 380 EUR
Realme GT5 240W,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.1 x 75.4 x 8.9 mm (6.42 x 2.97 x 0.35 in),205 g (7.23 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, Realme UI 4.0",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,1TB 24GB RAM,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4 (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,4600 mAh,"240W wired, PD, 20% in 80 sec","Flowing Silver, Starry Oasis",About 470 EUR
Realme Narzo 60x,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 40, 41","HSPA, LTE, 5G",165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 27mm (wide), 0.64µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f2.1, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Stellar Green, Nebula Purple",About 150 EUR
Realme GT5 Pro,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",161.7 x 75.1 x 9.2 mm (6.37 x 2.96 x 0.36 in),218 g / 224 g (7.69 oz),"Glass front, glass back or silicone polymer back (eco leather), aluminum frame",Nano-SIM + Nano-SIM,"6.78 inches, 111.7 cm",1264 x 2780 pixels (~450 ppi density),"Android 14, Realme UI 5.0",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.7, 23mm (wide), 1/1.43"", 1.12µm, dual pixel PDAF, OIS,
50 MP, f/2.6, 65mm (periscope telephoto), 1/1.56"", 1.0µm, multi-directional PDAF, OIS, 2.7x optical zoom,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","Color spectrum sensor, Dual-LED dual-tone flash, HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, Dolby Vision","32 MP, f/2.5, 22mm (wide), 1/2.74""","4K@30fps, 1080p@30fps, gyro-EIS","Yes, with stereo speakers (Dolby Atmos certified)",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD","Yes, 360˚",No,USB Type-C 3.2,Li-Ion 5400 mAh,"100W wired, 50% in 12 min","Black, Silver, Orange",About 430 EUR
