Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors
Samsung Galaxy Core I8260,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - GT-I8260,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,129.3 x 67.6 x 9 mm (5.09 x 2.66 x 0.35 in),124 g (4.37 oz),"Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","4.3 inches, 52.6 cm","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.2 GHz Cortex-A5,Adreno 203,microSDXC (dedicated slot),"8GB (4.5GB user available), 1GB RAM","5 MP, f/2.6, AF",LED flash,480p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",No,"FM radio, RDS",microUSB 2.0,"Li-Ion 1800 mAh, removable",,"Metallic Blue, Chic White"
Samsung Galaxy Exhibit T599,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA,121.4 x 62.5 x 10.4 mm (4.78 x 2.46 x 0.41 in),119.1 g (4.20 oz),,Micro-SIM,"3.8 inches, 41.1 cm","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Android 4.1.2 (Jelly Bean),NovaThor U8420,1.0 GHz dual-core Cortex-A9,Mali-400MP4,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,720p@30fps,1.9 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP",No,No,microUSB 2.0,"Li-Ion 1500 mAh, removable",,Gray
Samsung Galaxy Tab 3 10.1 P5210,,No cellular connectivity, N/A,,,,243.1 x 176.1 x 8 mm (9.57 x 6.93 x 0.31 in),510 g (1.12 lb),,No,"10.1 inches, 295.8 cm","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Android 4.2.2 (Jelly Bean), TouchWiz UI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",3.15 MP,,720p,1.3 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Po 6800 mAh, non-removable",,"Black, White"
Samsung Galaxy Tab 3 10.1 P5200,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,243.1 x 176.1 x 8 mm (9.57 x 6.93 x 0.31 in),510 g (1.12 lb),,Micro-SIM,"10.1 inches, 295.8 cm","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Android 4.2.2 (Jelly Bean), TouchWiz UX UI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",3.15 MP,,720p,1.3 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Po 6800 mAh, non-removable",,"Black, White"
Samsung Galaxy Note 10.1 N8010,,No cellular connectivity, N/A,,,,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in),597 g (1.32 lb),,No,"10.1 inches, 295.8 cm","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","5 MP, AF",LED flash,720p@30fps,1.9 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE",,No,"microUSB 2.0 (MHL TV-out), OTG",Non-removable Li-Ion 7000 mAh battery,,"Black, White/Silver"
Samsung Galaxy Note 10.1 N8000,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in),600 g (1.32 lb),,Mini-SIM,"10.1 inches, 295.8 cm","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","5 MP, AF",LED flash,720p@30fps,1.9 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",,No,Proprietary,Non-removable Li-Ion 7000 mAh battery,,"Black, White/Silver"
Samsung Galaxy Tab 2 7.0 I705,,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,"EV-DO Rev.A 3.1 Mbps, LTE",193.8 x 122.4 x 10.4 mm (7.63 x 4.82 x 0.41 in),345.7 g (12.17 oz),,Mini-SIM,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,3.15 MP,,720p@30fps,VGA,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",,No,"microUSB 2.0 (TV-out), OTG",Non-removable Li-Ion 4000 mAh battery,,Black
Samsung Galaxy Reverb M950,,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,122 x 64 x 11.3 mm (4.80 x 2.52 x 0.44 in),129 g (4.55 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8655 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,microSDXC (dedicated slot),4GB 768MB RAM,"5 MP, AF",LED flash,480p,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1700 mAh battery,,Black
Samsung Galaxy Stellar 4G I200,,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,13,"EV-DO Rev.A 3.1 Mbps, LTE",122 x 64 x 12 mm (4.80 x 2.52 x 0.47 in),134 g (4.73 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC (dedicated slot),"4GB (1.5GB user available), 1GB RAM","3.15 MP, AF",,480p@30fps,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 2100 mAh battery,,Black
Samsung Galaxy Rush M830,,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,122.9 x 59.9 x 11.9 mm (4.84 x 2.36 x 0.47 in),119.1 g (4.20 oz),,Mini-SIM,"3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),2GB 768MB RAM,"3.15 MP, AF",,Yes,1.3 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1750 mAh battery,,Black
Samsung Galaxy Camera GC100,,HSPA / LTE, N/A,HSDPA 850 / 900 / 1900 / 2100 ,13 - Verizon (GC120),"HSPA 21.1/5.76 Mbps, LTE (optional)",128.7 x 70.8 x 19.1 mm (5.07 x 2.79 x 0.75 in),300 g (10.58 oz),,Micro-SIM,"4.8 inches, 63.5 cm","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.1.2 (Jelly Bean), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),4GB 1GB RAM,"16.3 MP, AF, 21x optical zoom",,"1080p@30fps, 512p@120fps",No,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1650 mAh battery,,"Black, White, Pink, Orange, Red"
Samsung Ativ S I8750,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 42.2/5.76 Mbps,137.2 x 70.5 x 8.7 mm (5.40 x 2.78 x 0.34 in),135 g (4.76 oz),,Micro-SIM,"4.8 inches, 63.5 cm","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM","8 MP, AF",LED flash,1080p@30fps,1.9 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP",Yes,No,microUSB 2.0,Removable Li-Ion 2300 mAh battery,,Gray
Samsung Galaxy Note II CDMA,,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - SCH-I605, SPH-L900","HSDPA 850 / 900 / 1900 / 2100 - SCH-I605, SPH-L900",13 - SCH-I605,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps",151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in),179.4 g (6.31 oz),,Micro-SIM,"5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF",LED flash,1080p@30fps,1.9 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE",Yes,"Stereo FM radio, RDS - I605 & R950 models","microUSB 2.0 (MHL TV-out), OTG","Li-Ion 3100 mAh, removable",,"Titanium Gray, Marble White, Amber Brown, Ruby Wine"
Samsung Galaxy Note II N7100,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 8, 20 - N7105","HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat3 100/50 Mbps",151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in),183 g (6.46 oz),"Glass front, plastic back, plastic frame",Micro-SIM,"5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.1.1 (Jelly Bean), upgradable to 4.4.2 (KitKat), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.6 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","8 MP, f/2.6, AF",LED flash,1080p@30fps,1.9 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE",Yes,"Stereo FM radio, RDS - N7100 model only","microUSB 2.0 (MHL TV-out), OTG",Removable Li-Ion 3100 mAh battery,,"Titanium Gray, Marble White, Amber Brown, Ruby Wine, Pink, Blue"
Samsung Galaxy Pocket Duos S5302,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,,HSPA 3.6/0.384 Mbps,103.9 x 57.9 x 13 mm (4.09 x 2.28 x 0.51 in),103 g (3.63 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),,832 MHz ARM 11,,microSDHC (dedicated slot),3GB,2 MP,,320p@15fps,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1200 mAh battery,,"Black, White"
Samsung Galaxy S Relay 4G T699,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA 42.2/5.76 Mbps,126 x 66 x 13.5 mm (4.96 x 2.60 x 0.53 in),147 g (5.19 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,720p@30fps,1.3MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP",Yes,No,microUSB 2.0,Removable Li-Ion 1800 mAh battery,,Black
Samsung Champ Neo Duos C3262,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,96.9 x 54.3 x 13.5 mm (3.81 x 2.14 x 0.53 in),82 g (2.89 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),20MB,VGA,,Yes,No,,Yes,Yes,WLANNo,"3.0, A2DP",,No,microUSB 2.0,Removable Li-Ion 1000 mAh battery,,White
Samsung Galaxy Victory 4G LTE L300,,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,25,"EV-DO Rev.A 3.1 Mbps, LTE",121.9 x 63.5 x 12.7 mm (4.80 x 2.5 x 0.5 in),139 g (4.90 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,720p,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","4.0, A2DP",Yes,No,microUSB 2.0,Removable Li-Ion 2100 mAh battery,,Black
Samsung I9305 Galaxy S III,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"3, 7, 20","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),131 g (4.62 oz),,Micro-SIM,"4.8 inches, 63.5 cm","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.1.1 (Jelly Bean), 4.3 (Jelly Bean), upgradable to 4.4.4 (KitKat), TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM","8 MP, f/2.6, 1/3.0"", AF",LED flash,1080p@30fps,"1.9 MP, f/2.6",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX",Yes,No,"microUSB 2.0 (MHL TV-out), OTG","Li-Ion 2100 mAh, removable",,"Titanium Gray, Sapphire Black"
Samsung Ch@t 357,,GSM,GSM 850 / 900 / 1800 / 1900 - Ch@t 357,,,,111.9 x 60.4 x 11.5 mm (4.41 x 2.38 x 0.45 in),95.5 g (3.35 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","2.4 inches, 17.8 cm","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,208 MHz,,microSDHC (dedicated slot),34MB,2 MP,,320p@15fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g,"3.0, A2DP",,FM radio,microUSB 2.0,Removable Li-Ion 1000 mAh battery,,"White, Gray"
Samsung Galaxy S Blaze 4G T769,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA 42.2/5.76 Mbps,121.9 x 63 x 11.2 mm (4.80 x 2.48 x 0.44 in),127.6 g (4.48 oz),,Mini-SIM,"3.97 inches, 44.9 cm","480 x 800 pixels, 5:3 ratio (~235 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSDHC (dedicated slot), 4 GB included","3GB internal, 1GB RAM","5 MP, AF",LED flash,720p@30fps,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP",Yes,No,microUSB 2.0,Removable Li-Ion 1750 mAh battery,,Black
Samsung Galaxy Attain 4G,,CDMA / EVDO / LTE,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,"2, 4","EV-DO Rev.A 3.1 Mbps, LTE",113.1 x 60.5 x 11.7 mm (4.45 x 2.38 x 0.46 in),119.1 g (4.20 oz),,Mini-SIM,"3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),512MB RAM,3.15 MP,,Yes,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot",Yes,,No,microUSB 2.0,Removable Li-Ion 1650 mAh battery,,Black
Samsung Galaxy Nexus I9250M,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,135.5 x 67.9 x 8.9 mm (5.33 x 2.67 x 0.35 in),135 g (4.76 oz),,Mini-SIM,"4.65 inches, 59.6 cm","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,No,16GB 1GB RAM,"5 MP, AF",LED flash,1080p@30fps,1.3 MP,720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP",Yes,No,microUSB 2.0 (MHL TV-out),Removable Li-Ion 1750 mAh battery,,Black
Samsung Star 3 Duos S5222,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,102 x 58 x 11.5 mm (4.02 x 2.28 x 0.45 in),95.5 g (3.35 oz),,"Dual SIM (Mini-SIM, dual stand-by)","3.0 inches, 27.9 cm","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,,,microSDHC (dedicated slot),20MB,3.15 MP,,QCIF@15fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"3.0, A2DP",,"Stereo FM radio, RDS, recording",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,"Black, White"
Samsung Star 3 s5220,,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,102 x 58 x 11.5 mm (4.02 x 2.28 x 0.45 in),95 g (3.35 oz),,Mini-SIM,"3.0 inches, 27.9 cm","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,,,microSDHC (dedicated slot),20MB,3.15 MP,,QCIF@15fps,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"3.0, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,"Black, White"
Samsung C3312 Duos,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,102 x 55 x 12 mm (4.02 x 2.17 x 0.47 in),100 g (3.53 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.8 inches, 24.3 cm","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Android 2.3 (Gingerbread), TouchWiz Lite UI",,,,microSDHC (dedicated slot),30MB,1.3 MP,,Yes,No,,Yes,Yes,WLANNo,"3.0, A2DP, EDR",,"FM radio, recording",microUSB 2.0,Removable Li-Ion 1000 mAh battery,,"Platinum Silver, White"
Samsung I9070 Galaxy S Advance,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 14.4/5.76 Mbps,123.2 x 63 x 9.7 mm (4.85 x 2.48 x 0.38 in),120 g (4.23 oz),,Mini-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3.6 (Gingerbread), upgradable to 4.1.2 (Jelly Bean), TouchWiz UI 4",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),"8GB 768MB RAM, 16GB 768MB RAM","5 MP, AF",LED flash,720p@30fps,1.3 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP, aptX",Optional,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1500 mAh battery,,"Black, White"
Samsung Galaxy Tab 2 7.0 P3100,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 - GT-P3100,,HSPA 21.1/5.76 Mbps,193.7 x 122.4 x 10.5 mm (7.63 x 4.82 x 0.41 in),345 g (12.17 oz),,Mini-SIM,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.2.2 (Jelly Bean), TouchWiz UX UI",TI OMAP 4430,Dual-core 1.0 GHz,PowerVR SGX540,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM",3.15 MP,,720p@30fps,VGA,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP",,No,"2.0, OTG",Non-removable Li-Ion 4000 mAh battery,,"Black, White, Red"
Samsung Galaxy Tab 2 7.0 P3110,,No cellular connectivity, N/A,,,,193.7 x 122.4 x 10.5 mm (7.63 x 4.82 x 0.41 in),344 g (12.13 oz),,No,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.2.2 (Jelly Bean), TouchWiz UX UI",TI OMAP 4430,Dual-core 1.0 GHz,PowerVR SGX540,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM",3.15 MP,,720p@30fps,VGA,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","3.0, A2DP",,No,"2.0, OTG",Non-removable Li-Ion 4000 mAh battery,,"Black, White, Red"
Samsung Galaxy Pop Plus S5570i,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/0.384 Mbps,110.4 x 60.6 x 12.1 mm (4.35 x 2.39 x 0.48 in),106.6 g (3.74 oz),,Mini-SIM,"3.14 inches, 30.5 cm","240 x 320 pixels, 4:3 ratio (~127 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Qualcomm MSM7227 Snapdragon S1,832 MHz ARMv6,Adreno 200,"microSDHC (dedicated slot), 2 GB included",160MB 384MB RAM,3.15 MP,,320p@15fps,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","2.1, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1200 mAh battery,,Black
Samsung Galaxy Ace Duos I589,,GSM / CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,112.4 x 59.9 x 12.5 mm (4.43 x 2.36 x 0.49 in),125 g (4.41 oz),,Mini-SIM,"3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7627,800 MHz,,microSDHC (dedicated slot),,3.15 MP,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1650 mAh battery,,Black
Samsung Galaxy mini 2 S6500,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/0.384 Mbps,109.4 x 58.6 x 11.6 mm (4.31 x 2.31 x 0.46 in),105.3 g (3.70 oz),,Mini-SIM,"3.27 inches, 31.8 cm","320 x 480 pixels, 3:2 ratio (~176 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm MSM7227A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,480p@25fps,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP",Optional,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1300 mAh battery,,Black/Orange
Samsung Galaxy Ace 2 I8160,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 14.4/5.76 Mbps,118.3 x 62.2 x 10.5 mm (4.66 x 2.45 x 0.41 in),122 g (4.30 oz),,Mini-SIM,"3.8 inches, 41.1 cm","480 x 800 pixels, 5:3 ratio (~246 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean), TouchWiz UI 4",NovaThor U8500,Dual-core 800 MHz,Mali-400,microSDHC (dedicated slot),4GB 768MB RAM,"5 MP, f/2.7, AF",LED flash,720p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP",Optional,"Stereo FM radio, RDS",microUSB 2.0,Removable Li-Ion 1500 mAh battery,,"Black, White, La Fleur"
